studid,sname,sloc,sstrm,syop,sdp,ssp,ssec,gender,performance
575,"Tanya Jain",Ahmedabad,"Computer Science",2023,60,80,85,f,A
576,"Priya Gupta",Jaipur,"Electrical Engineering",2025,62,93,83,f,A
577,"Vishal Dubey",Delhi,"Computer Science",2024,69,76,68,m,A
578,"Tanya Jain",Delhi,"Mechanical Engineering",2024,61,92,85,f,A
579,"Arjun Singh",Delhi,"Electronics Engineering",2025,76,71,76,m,A
580,"Ravi Patel",Pune,"IT Engineering",2023,64,92,71,m,A
581,"Vishal Dubey",Indore,"Information Tech",2023,60,88,66,m,A
582,"Ravi Patel",Chennai,"IT Engineering",2025,66,72,73,m,A
584,"Vishal Dubey",Delhi,"Computer Science",2023,62,83,86,m,A
586,"Ravi Patel",Chennai,"Mechanical Engineering",2025,78,89,66,m,A
588,"Tanya Jain",Bangalore,"Electronics Engineering",2024,72,87,78,f,A
591,"Rahul Mehta",Chennai,"Civil Engineering",2025,73,74,90,m,A
592,"Arjun Singh",Indore,"Computer Science",2023,65,75,80,m,A
593,"Priya Gupta",Mumbai,"Electrical Engineering",2024,67,83,72,f,A
594,"Vishal Dubey",Bangalore,"Electrical Engineering",2023,80,82,75,m,A
595,"Tanya Jain",Indore,"Information Tech",2024,80,91,66,f,A
597,"Priya Gupta",Pune,"Electronics Engineering",2024,67,86,76,f,A
598,"Meera Iyer",Hyderabad,"Mechanical Engineering",2023,70,79,73,f,A
599,"Priya Gupta",Bangalore,"Electronics Engineering",2023,70,74,78,f,A
601,"Tanya Jain",Delhi,"Information Tech",2024,77,72,77,f,A
604,"Karan Verma",Lucknow,"IT Engineering",2024,61,78,76,m,A
605,"Priya Gupta",Indore,"Electrical Engineering",2025,63,74,90,f,A
606,"Karan Verma",Indore,"Electrical Engineering",2024,77,79,65,m,A
607,"Ananya Sharma",Hyderabad,"Civil Engineering",2023,67,71,73,f,A
608,"Sneha Reddy",Lucknow,"Civil Engineering",2025,60,74,88,f,A
609,"Ravi Patel",Mumbai,"Mechanical Engineering",2025,75,93,71,m,A
610,"Sneha Reddy",Chennai,"Information Tech",2023,71,87,75,f,A
611,"Vishal Dubey",Jaipur,"Mechanical Engineering",2025,77,80,80,m,A
612,"Ravi Patel",Bangalore,"Computer Science",2025,63,75,82,m,A
613,"Meera Iyer",Bangalore,"Mechanical Engineering",2024,77,87,71,f,A
618,"Priya Gupta",Indore,"IT Engineering",2024,66,86,73,f,A
619,"Ananya Sharma",Pune,"Mechanical Engineering",2025,67,75,77,f,A
622,"Ravi Patel",Hyderabad,"IT Engineering",2024,80,78,71,m,A
624,"Sneha Reddy",Delhi,"Electronics Engineering",2025,61,80,75,f,A
626,"Ravi Patel",Delhi,"Electronics Engineering",2024,72,93,70,m,A
628,"Meera Iyer",Lucknow,"IT Engineering",2023,87,74,69,f,A
629,"Sneha Reddy",Delhi,"Information Tech",2025,64,73,69,f,A
633,"Rahul Mehta",Hyderabad,"Mechanical Engineering",2024,82,71,77,m,A
634,"Ravi Patel",Bangalore,"Information Tech",2024,62,77,76,m,A
637,"Vishal Dubey",Indore,"Electronics Engineering",2025,84,73,82,m,A
638,"Arjun Singh",Ahmedabad,"IT Engineering",2023,78,72,83,m,A
639,"Meera Iyer",Mumbai,"Computer Science",2023,68,70,90,f,A
640,"Karan Verma",Lucknow,"Electronics Engineering",2023,68,90,79,m,A
642,"Priya Gupta",Jaipur,"Mechanical Engineering",2025,67,73,84,f,A
643,"Rahul Mehta",Hyderabad,"Electronics Engineering",2025,77,76,77,m,A
644,"Karan Verma",Indore,"Mechanical Engineering",2025,67,74,85,m,A
645,"Ananya Sharma",Mumbai,"Mechanical Engineering",2023,65,76,82,f,A
647,"Tanya Jain",Mumbai,"Electrical Engineering",2024,65,84,81,f,A
650,"Sneha Reddy",Chennai,"Computer Science",2024,70,79,77,f,A
651,"Ananya Sharma",Pune,"Information Tech",2024,80,70,80,f,A
652,"Arjun Singh",Pune,"Electrical Engineering",2024,66,88,71,m,A
653,"Sneha Reddy",Pune,"Electrical Engineering",2023,73,90,70,f,A
655,"Meera Iyer",Chennai,"Electronics Engineering",2024,72,73,68,f,A
656,"Karan Verma",Bangalore,"Electronics Engineering",2023,65,86,75,m,A
658,"Ravi Patel",Mumbai,"Mechanical Engineering",2023,72,81,81,m,A
659,"Ananya Sharma",Jaipur,"Computer Science",2023,71,71,84,f,A
661,"Vishal Dubey",Jaipur,"Information Tech",2023,85,78,65,m,A
662,"Ananya Sharma",Mumbai,"Civil Engineering",2024,65,93,70,f,A
663,"Ravi Patel",Indore,"Electrical Engineering",2024,80,70,76,m,A
664,"Ananya Sharma",Indore,"IT Engineering",2025,87,70,71,f,A
665,"Karan Verma",Jaipur,"Computer Science",2023,70,82,73,m,A
668,"Vishal Dubey",Bangalore,"IT Engineering",2024,74,71,76,m,A
670,"Karan Verma",Pune,"Civil Engineering",2023,65,77,72,m,A
671,"Tanya Jain",Mumbai,"Civil Engineering",2024,70,83,68,f,A
673,"Rahul Mehta",Pune,"Computer Science",2023,87,74,73,m,A
675,"Rahul Mehta",Lucknow,"Electrical Engineering",2024,63,84,79,m,A
676,"Vishal Dubey",Indore,"Mechanical Engineering",2024,76,84,78,m,A
677,"Ananya Sharma",Mumbai,"Electronics Engineering",2025,74,91,69,f,A
679,"Ananya Sharma",Mumbai,"Electronics Engineering",2025,86,83,68,f,A
680,"Karan Verma",Hyderabad,"Electronics Engineering",2023,64,88,78,m,A
683,"Ravi Patel",Ahmedabad,"Civil Engineering",2023,61,91,87,m,A
686,"Vishal Dubey",Delhi,"Mechanical Engineering",2023,80,70,66,m,A
688,"Tanya Jain",Delhi,"Civil Engineering",2023,71,82,67,f,A
690,"Meera Iyer",Chennai,"Information Tech",2025,67,76,82,f,A
691,"Arjun Singh",Bangalore,"Electronics Engineering",2024,68,76,69,m,A
692,"Vishal Dubey",Delhi,"IT Engineering",2024,60,83,73,m,A
694,"Karan Verma",Delhi,"Electronics Engineering",2024,70,85,69,m,A
695,"Sneha Reddy",Hyderabad,"Civil Engineering",2024,76,81,82,f,A
697,"Ravi Patel",Delhi,"Information Tech",2025,66,81,76,m,A
698,"Rahul Mehta",Mumbai,"Mechanical Engineering",2025,62,86,74,m,A
699,"Sneha Reddy",Bangalore,"Civil Engineering",2024,74,71,88,f,A
700,"Karan Verma",Indore,"Electronics Engineering",2024,81,74,69,m,A
701,"Vishal Dubey",Bangalore,"IT Engineering",2023,74,79,65,m,A
703,"Ravi Patel",Jaipur,"Electrical Engineering",2023,71,91,68,m,A
705,"Ananya Sharma",Delhi,"Computer Science",2025,74,76,73,f,A
706,"Rahul Mehta",Jaipur,"Electrical Engineering",2025,74,71,78,m,A
707,"Ravi Patel",Chennai,"Electrical Engineering",2024,63,83,77,m,A
710,"Sneha Reddy",Delhi,"Electronics Engineering",2025,81,77,77,f,A
712,"Rahul Mehta",Lucknow,"Computer Science",2024,62,86,78,m,A
714,"Rahul Mehta",Bangalore,"IT Engineering",2025,66,89,84,m,A
715,"Rahul Mehta",Ahmedabad,"IT Engineering",2025,62,70,82,m,A
716,"Tanya Jain",Jaipur,"Mechanical Engineering",2023,66,87,79,f,A
719,"Vishal Dubey",Mumbai,"Civil Engineering",2024,79,79,68,m,A
720,"Rahul Mehta",Pune,"IT Engineering",2023,62,76,69,m,A
722,"Ravi Patel",Chennai,"Civil Engineering",2023,67,78,72,m,A
724,"Ananya Sharma",Jaipur,"Civil Engineering",2024,71,84,71,f,A
729,"Meera Iyer",Pune,"Electronics Engineering",2024,69,93,70,f,A
730,"Rahul Mehta",Pune,"IT Engineering",2023,73,77,80,m,A
731,"Ravi Patel",Jaipur,"IT Engineering",2024,65,75,88,m,A
732,"Arjun Singh",Chennai,"Information Tech",2024,64,84,77,m,A
733,"Rahul Mehta",Mumbai,"Mechanical Engineering",2025,82,80,67,m,A
734,"Meera Iyer",Pune,"Information Tech",2023,61,75,83,f,A
735,"Vishal Dubey",Indore,"IT Engineering",2023,80,73,76,m,A
736,"Ravi Patel",Hyderabad,"Electronics Engineering",2024,86,81,66,m,A
740,"Priya Gupta",Ahmedabad,"Information Tech",2024,77,74,79,f,A
741,"Arjun Singh",Indore,"Electrical Engineering",2024,72,79,82,m,A
742,"Ananya Sharma",Ahmedabad,"Mechanical Engineering",2023,71,77,90,f,A
749,"Sneha Reddy",Mumbai,"Mechanical Engineering",2023,60,84,80,f,A
750,"Ravi Patel",Ahmedabad,"Electronics Engineering",2025,61,84,80,m,A
753,"Ravi Patel",Chennai,"Information Tech",2025,64,79,85,m,A
754,"Priya Gupta",Jaipur,"Electronics Engineering",2024,65,72,74,f,A
755,"Tanya Jain",Bangalore,"Information Tech",2025,74,79,79,f,A
756,"Priya Gupta",Ahmedabad,"Mechanical Engineering",2023,70,89,68,f,A
757,"Vishal Dubey",Lucknow,"Information Tech",2023,90,78,69,m,A
758,"Vishal Dubey",Bangalore,"Civil Engineering",2024,66,73,67,m,A
759,"Tanya Jain",Mumbai,"Computer Science",2023,72,92,67,f,A
760,"Tanya Jain",Chennai,"Mechanical Engineering",2024,64,83,85,f,A
761,"Ravi Patel",Jaipur,"Computer Science",2023,64,91,69,m,A
764,"Tanya Jain",Lucknow,"Information Tech",2024,69,76,77,f,A
766,"Meera Iyer",Chennai,"Civil Engineering",2024,66,85,72,f,A
767,"Priya Gupta",Delhi,"Computer Science",2025,71,74,70,f,A
768,"Meera Iyer",Delhi,"Computer Science",2023,79,76,68,f,A
769,"Sneha Reddy",Mumbai,"Computer Science",2024,64,73,86,f,A
771,"Tanya Jain",Jaipur,"Electrical Engineering",2023,73,77,88,f,A
773,"Priya Gupta",Ahmedabad,"Electrical Engineering",2025,84,72,70,f,A
776,"Ananya Sharma",Indore,"Information Tech",2025,63,79,83,f,A
779,"Meera Iyer",Jaipur,"IT Engineering",2025,68,93,77,f,A
780,"Priya Gupta",Jaipur,"IT Engineering",2025,78,77,78,f,A
784,"Meera Iyer",Lucknow,"Mechanical Engineering",2025,75,78,71,f,A
785,"Tanya Jain",Hyderabad,"Electrical Engineering",2024,67,94,71,f,A
786,"Rahul Mehta",Chennai,"Electronics Engineering",2025,67,87,80,m,A
788,"Tanya Jain",Pune,"Electronics Engineering",2025,64,72,87,f,A
789,"Ravi Patel",Delhi,"Electrical Engineering",2023,70,85,75,m,A
792,"Rahul Mehta",Lucknow,"Electronics Engineering",2025,71,84,81,m,A
795,"Tanya Jain",Jaipur,"Computer Science",2023,85,74,73,f,A
797,"Arjun Singh",Jaipur,"Mechanical Engineering",2023,87,74,73,m,A
799,"Ravi Patel",Jaipur,"Electronics Engineering",2025,76,79,82,m,A
801,"Vishal Dubey",Jaipur,"Information Tech",2025,68,82,89,m,A
802,"Ravi Patel",Pune,"Computer Science",2023,62,90,82,m,A
803,"Vishal Dubey",Jaipur,"Computer Science",2024,62,81,80,m,A
804,"Karan Verma",Lucknow,"Electrical Engineering",2025,76,73,88,m,A
805,"Sneha Reddy",Indore,"IT Engineering",2025,79,86,69,f,A
807,"Arjun Singh",Jaipur,"Mechanical Engineering",2023,79,85,68,m,A
808,"Sneha Reddy",Delhi,"IT Engineering",2023,69,75,71,f,A
810,"Sneha Reddy",Mumbai,"Information Tech",2025,89,81,67,f,A
811,"Meera Iyer",Delhi,"Mechanical Engineering",2024,85,72,82,f,A
812,"Meera Iyer",Ahmedabad,"Computer Science",2023,61,92,73,f,A
816,"Tanya Jain",Lucknow,"IT Engineering",2023,79,70,69,f,A
819,"Ananya Sharma",Ahmedabad,"Civil Engineering",2024,77,79,75,f,A
820,"Tanya Jain",Chennai,"IT Engineering",2023,76,81,82,f,A
822,"Karan Verma",Chennai,"Mechanical Engineering",2024,65,74,88,m,A
828,"Vishal Dubey",Jaipur,"IT Engineering",2024,76,78,75,m,A
830,"Karan Verma",Mumbai,"Civil Engineering",2025,66,90,73,m,A
831,"Ananya Sharma",Mumbai,"Electronics Engineering",2025,77,80,82,f,A
833,"Ravi Patel",Jaipur,"IT Engineering",2023,82,73,79,m,A
834,"Rahul Mehta",Pune,"Electronics Engineering",2023,69,92,69,m,A
835,"Arjun Singh",Bangalore,"Electronics Engineering",2024,83,72,74,m,A
836,"Ananya Sharma",Bangalore,"Mechanical Engineering",2024,64,85,89,f,A
837,"Karan Verma",Bangalore,"Electronics Engineering",2025,88,79,67,m,A
840,"Tanya Jain",Lucknow,"Electrical Engineering",2023,62,84,86,f,A
843,"Priya Gupta",Lucknow,"Civil Engineering",2023,67,78,74,f,A
844,"Arjun Singh",Indore,"IT Engineering",2025,79,73,85,m,A
846,"Priya Gupta",Ahmedabad,"Electronics Engineering",2025,62,85,73,f,A
849,"Ananya Sharma",Lucknow,"Information Tech",2025,69,83,79,f,A
850,"Tanya Jain",Delhi,"Electronics Engineering",2024,76,88,66,f,A
851,"Karan Verma",Lucknow,"Computer Science",2024,60,75,68,m,A
853,"Tanya Jain",Jaipur,"Electronics Engineering",2024,66,72,70,f,A
854,"Rahul Mehta",Chennai,"Civil Engineering",2023,65,79,72,m,A
855,"Arjun Singh",Indore,"Electronics Engineering",2024,75,91,72,m,A
856,"Arjun Singh",Chennai,"Electronics Engineering",2023,65,85,85,m,A
857,"Tanya Jain",Chennai,"Mechanical Engineering",2025,62,86,80,f,A
858,"Arjun Singh",Jaipur,"Computer Science",2025,63,86,65,m,A
861,"Ananya Sharma",Hyderabad,"IT Engineering",2024,88,75,66,f,A
862,"Vishal Dubey",Delhi,"Electronics Engineering",2023,74,75,87,m,A
863,"Karan Verma",Hyderabad,"Computer Science",2025,81,73,70,m,A
865,"Tanya Jain",Ahmedabad,"Mechanical Engineering",2023,70,84,70,f,A
866,"Meera Iyer",Jaipur,"Electrical Engineering",2023,65,80,71,f,A
867,"Sneha Reddy",Lucknow,"Electronics Engineering",2024,87,82,68,f,A
869,"Arjun Singh",Jaipur,"IT Engineering",2025,64,84,71,m,A
870,"Rahul Mehta",Ahmedabad,"Information Tech",2025,63,81,67,m,A
871,"Sneha Reddy",Chennai,"Electronics Engineering",2025,63,76,81,f,A
872,"Priya Gupta",Hyderabad,"Information Tech",2024,68,84,77,f,A
874,"Karan Verma",Chennai,"Computer Science",2024,87,74,76,m,A
877,"Sneha Reddy",Mumbai,"Mechanical Engineering",2024,80,74,69,f,A
878,"Ravi Patel",Indore,"Computer Science",2025,74,83,72,m,A
880,"Meera Iyer",Delhi,"IT Engineering",2024,73,76,87,f,A
881,"Arjun Singh",Jaipur,"Mechanical Engineering",2025,83,80,69,m,A
883,"Karan Verma",Hyderabad,"Electronics Engineering",2025,69,84,76,m,A
884,"Sneha Reddy",Chennai,"Computer Science",2024,73,76,85,f,A
885,"Vishal Dubey",Hyderabad,"IT Engineering",2023,73,77,79,m,A
886,"Ravi Patel",Jaipur,"Electronics Engineering",2025,76,78,77,m,A
887,"Ananya Sharma",Indore,"Electronics Engineering",2023,63,88,78,f,A
890,"Meera Iyer",Lucknow,"Computer Science",2025,77,79,81,f,A
893,"Priya Gupta",Hyderabad,"Mechanical Engineering",2023,83,72,71,f,A
895,"Sneha Reddy",Bangalore,"Mechanical Engineering",2023,85,74,79,f,A
897,"Ananya Sharma",Indore,"Electronics Engineering",2025,74,86,79,f,A
898,"Rahul Mehta",Ahmedabad,"Electrical Engineering",2025,67,82,88,m,A
899,"Sneha Reddy",Lucknow,"Information Tech",2023,78,91,67,f,A
902,"Ananya Sharma",Lucknow,"Electronics Engineering",2023,72,78,67,f,A
903,"Meera Iyer",Indore,"Electrical Engineering",2023,66,88,70,f,A
904,"Arjun Singh",Delhi,"IT Engineering",2024,63,79,86,m,A
906,"Meera Iyer",Mumbai,"IT Engineering",2024,85,72,82,f,A
907,"Arjun Singh",Ahmedabad,"Civil Engineering",2025,63,76,72,m,A
909,"Vishal Dubey",Delhi,"Civil Engineering",2025,67,73,80,m,A
911,"Priya Gupta",Delhi,"Civil Engineering",2025,71,83,66,f,A
912,"Rahul Mehta",Indore,"Computer Science",2025,70,75,65,m,A
916,"Meera Iyer",Indore,"Electrical Engineering",2025,65,75,88,f,A
917,"Rahul Mehta",Bangalore,"IT Engineering",2025,82,86,65,m,A
918,"Ravi Patel",Ahmedabad,"Mechanical Engineering",2024,63,90,75,m,A
920,"Tanya Jain",Jaipur,"Computer Science",2024,84,71,81,f,A
923,"Karan Verma",Jaipur,"Computer Science",2025,67,77,82,m,A
924,"Rahul Mehta",Bangalore,"Electronics Engineering",2023,85,78,70,m,A
925,"Meera Iyer",Delhi,"Information Tech",2024,74,83,77,f,A
926,"Meera Iyer",Chennai,"Electrical Engineering",2023,68,87,73,f,A
928,"Sneha Reddy",Indore,"Electronics Engineering",2023,72,88,70,f,A
929,"Ravi Patel",Delhi,"Electronics Engineering",2023,70,78,89,m,A
930,"Rahul Mehta",Mumbai,"IT Engineering",2025,65,75,85,m,A
931,"Rahul Mehta",Bangalore,"IT Engineering",2023,68,78,67,m,A
932,"Ravi Patel",Jaipur,"IT Engineering",2023,66,89,70,m,A
933,"Tanya Jain",Indore,"Computer Science",2025,64,85,75,f,A
935,"Meera Iyer",Hyderabad,"IT Engineering",2024,72,84,78,f,A
938,"Rahul Mehta",Pune,"Mechanical Engineering",2024,82,81,76,m,A
940,"Rahul Mehta",Jaipur,"IT Engineering",2025,63,80,75,m,A
941,"Tanya Jain",Lucknow,"Electrical Engineering",2025,67,83,65,f,A
942,"Ravi Patel",Pune,"Information Tech",2023,74,91,69,m,A
943,"Arjun Singh",Indore,"Electronics Engineering",2025,68,73,84,m,A
944,"Sneha Reddy",Mumbai,"IT Engineering",2023,73,83,73,f,A
945,"Ravi Patel",Pune,"Computer Science",2023,63,88,75,m,A
946,"Arjun Singh",Ahmedabad,"Information Tech",2024,81,70,84,m,A
947,"Vishal Dubey",Hyderabad,"IT Engineering",2024,82,71,76,m,A
953,"Ravi Patel",Ahmedabad,"Mechanical Engineering",2024,67,77,69,m,A
954,"Vishal Dubey",Bangalore,"Electrical Engineering",2023,74,77,71,m,A
955,"Sneha Reddy",Indore,"Electrical Engineering",2023,75,74,72,f,A
956,"Meera Iyer",Indore,"Electronics Engineering",2024,82,73,81,f,A
958,"Sneha Reddy",Chennai,"Electronics Engineering",2023,65,81,85,f,A
960,"Sneha Reddy",Pune,"Civil Engineering",2025,63,88,66,f,A
962,"Ravi Patel",Lucknow,"Electronics Engineering",2023,85,78,71,m,A
965,"Tanya Jain",Chennai,"IT Engineering",2025,75,88,66,f,A
967,"Rahul Mehta",Chennai,"Electronics Engineering",2023,63,84,82,m,A
971,"Sneha Reddy",Delhi,"Electronics Engineering",2024,87,72,67,f,A
975,"Karan Verma",Hyderabad,"Information Tech",2023,72,94,71,m,A
976,"Meera Iyer",Chennai,"IT Engineering",2025,61,80,79,f,A
977,"Rahul Mehta",Mumbai,"Computer Science",2023,81,77,74,m,A
978,"Ananya Sharma",Bangalore,"Electronics Engineering",2024,60,72,67,f,A
979,"Rahul Mehta",Mumbai,"Electronics Engineering",2025,71,80,71,m,A
980,"Rahul Mehta",Bangalore,"IT Engineering",2025,62,94,75,m,A
982,"Tanya Jain",Indore,"Computer Science",2023,63,92,72,f,A
983,"Karan Verma",Bangalore,"Electronics Engineering",2023,71,81,83,m,A
984,"Rahul Mehta",Lucknow,"Electronics Engineering",2024,65,71,77,m,A
985,"Ravi Patel",Bangalore,"Information Tech",2023,78,76,84,m,A
987,"Karan Verma",Lucknow,"IT Engineering",2024,75,70,85,m,A
990,"Priya Gupta",Mumbai,"Electrical Engineering",2025,82,78,66,f,A
993,"Ananya Sharma",Indore,"Electrical Engineering",2023,84,77,69,f,A
994,"Rahul Mehta",Bangalore,"Civil Engineering",2024,60,88,87,m,A
995,"Tanya Jain",Pune,"Electronics Engineering",2023,73,73,89,f,A
998,"Meera Iyer",Hyderabad,"Computer Science",2025,61,93,78,f,A
999,"Ananya Sharma",Chennai,"Electronics Engineering",2024,72,75,73,f,A
1000,"Arjun Singh",Pune,"Civil Engineering",2023,68,75,68,m,A
1001,"Priya Gupta",Ahmedabad,"Information Tech",2023,60,84,65,f,A
1002,"Arjun Singh",Mumbai,"Civil Engineering",2024,66,82,86,m,A
1005,"Karan Verma",Mumbai,"Civil Engineering",2023,82,79,67,m,A
1008,"Sneha Reddy",Bangalore,"Civil Engineering",2023,80,88,67,f,A
1012,"Karan Verma",Chennai,"Information Tech",2024,75,88,70,m,A
1013,"Meera Iyer",Mumbai,"IT Engineering",2023,67,77,80,f,A
1016,"Karan Verma",Delhi,"Mechanical Engineering",2025,72,80,66,m,A
1018,"Meera Iyer",Bangalore,"Information Tech",2023,68,72,70,f,A
1019,"Sneha Reddy",Jaipur,"Computer Science",2024,68,81,81,f,A
1021,"Tanya Jain",Hyderabad,"Computer Science",2023,68,79,78,f,A
1022,"Arjun Singh",Mumbai,"Computer Science",2023,70,89,66,m,A
1024,"Ananya Sharma",Pune,"Computer Science",2024,76,83,71,f,A
1025,"Meera Iyer",Chennai,"IT Engineering",2023,68,77,84,f,A
1026,"Karan Verma",Hyderabad,"Computer Science",2024,63,83,88,m,A
1027,"Vishal Dubey",Lucknow,"Civil Engineering",2023,65,92,76,m,A
1030,"Sneha Reddy",Ahmedabad,"Computer Science",2024,77,74,70,f,A
1032,"Rahul Mehta",Ahmedabad,"Computer Science",2024,63,95,67,m,A
1033,"Priya Gupta",Ahmedabad,"Information Tech",2024,79,88,69,f,A
1034,"Meera Iyer",Indore,"Electrical Engineering",2025,65,91,74,f,A
1035,"Priya Gupta",Indore,"Mechanical Engineering",2024,72,83,77,f,A
1036,"Sneha Reddy",Lucknow,"Electrical Engineering",2025,67,71,87,f,A
1037,"Meera Iyer",Hyderabad,"IT Engineering",2025,71,75,73,f,A
1038,"Meera Iyer",Hyderabad,"IT Engineering",2023,69,90,73,f,A
1039,"Karan Verma",Mumbai,"IT Engineering",2025,69,92,74,m,A
1042,"Karan Verma",Pune,"Electrical Engineering",2025,79,75,76,m,A
1043,"Rahul Mehta",Ahmedabad,"IT Engineering",2023,90,76,68,m,A
1048,"Karan Verma",Delhi,"Computer Science",2024,66,90,69,m,A
1049,"Tanya Jain",Chennai,"Information Tech",2025,86,75,75,f,A
1054,"Priya Gupta",Indore,"Electrical Engineering",2024,67,90,71,f,A
1058,"Tanya Jain",Pune,"Information Tech",2024,73,83,78,f,A
1059,"Meera Iyer",Indore,"Information Tech",2024,77,70,84,f,A
1060,"Sneha Reddy",Lucknow,"Civil Engineering",2025,81,76,79,f,A
1064,"Sneha Reddy",Delhi,"Electronics Engineering",2025,63,90,77,f,A
1065,"Sneha Reddy",Bangalore,"Electrical Engineering",2025,73,80,79,f,A
1066,"Rahul Mehta",Indore,"IT Engineering",2025,66,89,66,m,A
1068,"Ananya Sharma",Lucknow,"Electronics Engineering",2024,82,72,72,f,A
1069,"Tanya Jain",Indore,"Electrical Engineering",2024,75,80,73,f,A
1070,"Meera Iyer",Lucknow,"IT Engineering",2024,71,81,81,f,A
1072,"Sneha Reddy",Pune,"IT Engineering",2024,63,94,66,f,A
1073,"Vishal Dubey",Hyderabad,"IT Engineering",2024,62,76,90,m,A
1074,"Ananya Sharma",Jaipur,"IT Engineering",2025,82,72,72,f,A
1075,"Vishal Dubey",Jaipur,"Electrical Engineering",2025,86,81,70,m,A
1076,"Arjun Singh",Chennai,"Computer Science",2024,79,88,69,m,A
1077,"Karan Verma",Lucknow,"IT Engineering",2023,66,81,85,m,A
1079,"Meera Iyer",Delhi,"IT Engineering",2023,70,80,68,f,A
1082,"Priya Gupta",Ahmedabad,"Computer Science",2025,64,82,82,f,A
1084,"Vishal Dubey",Lucknow,"IT Engineering",2024,64,82,86,m,A
1086,"Vishal Dubey",Hyderabad,"IT Engineering",2023,71,70,84,m,A
1087,"Arjun Singh",Pune,"Civil Engineering",2024,73,86,77,m,A
1088,"Arjun Singh",Pune,"Information Tech",2023,71,74,66,m,A
1089,"Vishal Dubey",Delhi,"Electronics Engineering",2025,90,82,67,m,A
1090,"Ananya Sharma",Pune,"Mechanical Engineering",2025,67,86,67,f,A
1091,"Sneha Reddy",Hyderabad,"Mechanical Engineering",2024,83,73,74,f,A
1092,"Ravi Patel",Ahmedabad,"Civil Engineering",2023,75,87,71,m,A
1093,"Ravi Patel",Ahmedabad,"Mechanical Engineering",2023,64,88,84,m,A
1095,"Priya Gupta",Mumbai,"Electrical Engineering",2024,73,75,83,f,A
1096,"Priya Gupta",Bangalore,"Mechanical Engineering",2023,63,90,69,f,A
1098,"Meera Iyer",Jaipur,"Computer Science",2024,70,80,86,f,A
1099,"Arjun Singh",Pune,"Mechanical Engineering",2024,61,89,83,m,A
1100,"Priya Gupta",Indore,"Electrical Engineering",2024,81,72,69,f,A
1102,"Priya Gupta",Pune,"Electrical Engineering",2025,74,74,70,f,A
1103,"Vishal Dubey",Jaipur,"Electrical Engineering",2023,69,78,89,m,A
1104,"Arjun Singh",Indore,"Civil Engineering",2025,65,89,82,m,A
1105,"Tanya Jain",Pune,"Information Tech",2024,71,81,79,f,A
1106,"Karan Verma",Jaipur,"Civil Engineering",2025,63,94,66,m,A
1107,"Ananya Sharma",Mumbai,"Mechanical Engineering",2024,75,87,65,f,A
1108,"Karan Verma",Pune,"Electrical Engineering",2025,62,92,76,m,A
1110,"Ananya Sharma",Hyderabad,"Computer Science",2024,66,75,69,f,A
1111,"Tanya Jain",Lucknow,"Computer Science",2025,72,79,69,f,A
1113,"Ananya Sharma",Jaipur,"IT Engineering",2025,79,73,84,f,A
1114,"Tanya Jain",Mumbai,"IT Engineering",2023,71,90,77,f,A
1117,"Ravi Patel",Chennai,"Civil Engineering",2025,68,74,77,m,A
1118,"Arjun Singh",Pune,"Mechanical Engineering",2024,71,75,77,m,A
1119,"Sneha Reddy",Hyderabad,"Mechanical Engineering",2023,81,90,68,f,A
1120,"Vishal Dubey",Delhi,"Mechanical Engineering",2024,78,92,68,m,A
1123,"Tanya Jain",Mumbai,"Civil Engineering",2024,80,83,73,f,A
1126,"Tanya Jain",Indore,"Mechanical Engineering",2025,64,73,71,f,A
1127,"Vishal Dubey",Jaipur,"Information Tech",2024,72,78,73,m,A
1129,"Tanya Jain",Lucknow,"Information Tech",2024,82,75,76,f,A
1130,"Arjun Singh",Mumbai,"IT Engineering",2024,61,80,79,m,A
1132,"Sneha Reddy",Indore,"Electronics Engineering",2024,70,89,66,f,A
1133,"Karan Verma",Jaipur,"Electrical Engineering",2025,80,90,67,m,A
1134,"Rahul Mehta",Mumbai,"IT Engineering",2024,79,84,66,m,A
1135,"Rahul Mehta",Jaipur,"Computer Science",2023,75,75,79,m,A
1136,"Ananya Sharma",Ahmedabad,"IT Engineering",2024,71,88,66,f,A
1138,"Rahul Mehta",Mumbai,"Civil Engineering",2023,82,72,79,m,A
1139,"Ravi Patel",Mumbai,"Computer Science",2024,70,94,67,m,A
1142,"Karan Verma",Jaipur,"Computer Science",2024,68,88,68,m,A
1143,"Ravi Patel",Hyderabad,"Electronics Engineering",2023,86,76,76,m,A
1144,"Tanya Jain",Lucknow,"Computer Science",2023,82,75,77,f,A
1148,"Priya Gupta",Bangalore,"Computer Science",2025,63,79,77,f,A
1149,"Rahul Mehta",Pune,"Computer Science",2024,62,95,70,m,A
1151,"Ananya Sharma",Lucknow,"Mechanical Engineering",2023,68,84,78,f,A
1152,"Meera Iyer",Mumbai,"Information Tech",2024,80,92,65,f,A
1153,"Karan Verma",Indore,"Computer Science",2025,66,75,86,m,A
1156,"Ravi Patel",Mumbai,"Civil Engineering",2024,60,87,86,m,A
1157,"Rahul Mehta",Hyderabad,"Electronics Engineering",2023,73,90,65,m,A
1158,"Vishal Dubey",Ahmedabad,"IT Engineering",2025,76,85,75,m,A
1159,"Karan Verma",Ahmedabad,"Computer Science",2025,83,82,74,m,A
